,program_id,title,description,level,goal,equipment,program_length,time_per_workout,total_exercises,workout_frequency,primary_level,primary_goal,training_style,intensity_score
1024,FP001025,Performance Physique Program,"5-day hybrid split combining elements of upper/lower and push/pull/legs approaches.

This 15-week Upper/Lower/Push/Pull/Legs program includes 5 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include periodized intensity and volume, strategic deloads, drop sets for muscle fatigue, tempo variations.

Weekly Schedule:
Monday: Training
Tuesday: Training
Thursday: Training
Friday: Training
Sunday: Training",['Intermediate'],['Weight Loss'],Full Gym,15,100,477,4,Intermediate,Weight Loss,Upper/Lower,9.0
1025,FP001026,4-Day PHAT (Power Hypertrophy Adaptive Training) Split,"6-day hybrid combining upper/lower and push/pull/legs for maximum stimulus.

This 16-week ULPPL program includes 3 training sessions per week, structured to optimize gains for Novice, Beginner, Intermediate individuals pursuing Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, strategic deloads, supersets for efficiency, tempo variations.

Weekly Schedule:
Wednesday: Training
Friday: Training
Sunday: Training","['Novice', 'Beginner', 'Intermediate']",['Muscle & Sculpting'],Full Gym,16,40,485,4,Novice,Muscle & Sculpting,Upper/Lower,5.0
1026,FP001027,BeastAthletic Pro,"Innovative 5-day split optimized for both strength and hypertrophy gains.

This 3-week Upper/Lower/Push/Pull/Legs program includes 5 training sessions per week, structured to optimize gains for Novice individuals pursuing Powerbuilding, General Fitness.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, periodized intensity and volume.

Weekly Schedule:
Monday: Training
Tuesday: Training
Thursday: Training
Saturday: Training
Sunday: Training",['Novice'],"['Powerbuilding', 'General Fitness']",Full Gym,3,45,106,4,Novice,Powerbuilding,Upper/Lower,6.0
1027,FP001028,Full Body with Specialization Athletics Program,"6-day training split targeting pushing muscles, pulling muscles, and legs on separate days.

This 16-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Novice trainees pursuing Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs",['Novice'],['Strength'],At Home,16,80,489,6,Novice,Strength,Push/Pull/Legs,9.0
1028,FP001029,4-Day PHAT (Power Hypertrophy Adaptive Training) Split,"6-day hybrid combining upper/lower and push/pull/legs for maximum stimulus.

This 2-week ULPPL program includes 6 training sessions per week, structured to optimize gains for Novice individuals pursuing Powerbuilding.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Monday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Saturday: Training
Sunday: Training",['Novice'],['Powerbuilding'],Dumbbell Only,2,100,131,4,Novice,Powerbuilding,Upper/Lower,8.0
1029,FP001030,Fundamental Athletics Builder,"Structured upper/lower split allowing for high training frequency while managing fatigue.

This 12-week upper/lower split features 4 weekly sessions (2 upper body and 2 lower body), perfect for Beginner, Advanced lifters focusing on Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include progressive overload mechanisms, drop sets for muscle fatigue, rest-pause techniques.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Thursday: Upper Body
Friday: Lower Body","['Beginner', 'Advanced']",['Athletics'],Garage Gym,12,50,366,4,Beginner,Athletics,Upper/Lower,5.0
1030,FP001031,Strength Training System,"Structured upper/lower split allowing for high training frequency while managing fatigue.

This 16-week upper/lower split features 6 weekly sessions (3 upper body and 3 lower body), perfect for Beginner lifters focusing on Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Wednesday: Upper Body
Thursday: Lower Body
Friday: Upper Body
Saturday: Lower Body",['Beginner'],['Powerlifting'],Full Gym,16,60,375,6,Beginner,Powerlifting,Upper/Lower,8.0
1031,FP001032,Muscle Strength Protocol,"Train all major muscle groups every session with compound lifts followed by isolation work.

This 1-week full body program includes 4 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Beginner trainees seeking Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, drop sets for muscle fatigue, tempo variations, autoregulation guidelines.

Weekly Schedule:
Tuesday: Full Body
Thursday: Full Body
Friday: Full Body
Saturday: Full Body",['Beginner'],['Strength'],At Home,1,45,38,3,Beginner,Strength,Full Body,4.0
1032,FP001033,TitanLift X,"Hybrid program combining power and hypertrophy training across 4 weekly sessions.

This 12-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Advanced trainees looking to improve Athletics, General Fitness, Weight Loss.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Upper Power
Wednesday: Lower Power
Friday: Upper Hypertrophy
Saturday: Lower Hypertrophy",['Advanced'],"['Athletics', 'General Fitness', 'Weight Loss']",Garage Gym,12,45,236,4,Advanced,Athletics,Other,8.0
1033,FP001034,Scientific Conditioning Workout,"6-day hybrid combining upper/lower and push/pull/legs for maximum stimulus.

This 13-week ULPPL program includes 5 training sessions per week, structured to optimize gains for Advanced individuals pursuing Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, rest-pause techniques, autoregulation guidelines.

Weekly Schedule:
Monday: Training
Tuesday: Training
Thursday: Training
Friday: Training
Saturday: Training",['Advanced'],['Weight Loss'],Dumbbell Only,13,90,396,4,Advanced,Weight Loss,Upper/Lower,10.0
1034,FP001035,Dynamic Gains Formula,"Specialized program alternating between heavy compound lifts and higher-rep hypertrophy work.

This 9-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Novice trainees looking to improve Bodyweight Fitness, Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, supersets for efficiency, drop sets for muscle fatigue, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Thursday: Upper Hypertrophy
Friday: Lower Hypertrophy",['Novice'],"['Bodyweight Fitness', 'Strength']",At Home,9,70,222,4,Novice,Bodyweight Fitness,Other,7.0
1035,FP001036,Premium Sculpting Training,"Efficient 4-day training split targeting each major muscle group twice per week.

This 8-week upper/lower split features 6 weekly sessions (3 upper body and 3 lower body), perfect for Intermediate lifters focusing on Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, strategic deloads, rest-pause techniques, tempo variations.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Wednesday: Upper Body
Thursday: Lower Body
Friday: Upper Body
Saturday: Lower Body",['Intermediate'],['Weight Loss'],At Home,8,45,154,6,Intermediate,Weight Loss,Upper/Lower,9.0
1036,FP001037,3-Day Push/Pull Split,"Intense 5-day split designed for athletes wanting both strength and muscle gains.

This 4-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Advanced, Intermediate, Beginner lifters seeking improvements in Athletics, Powerbuilding, Weight Loss.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include periodized intensity and volume, supersets for efficiency, rest-pause techniques, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest","['Advanced', 'Intermediate', 'Beginner']","['Athletics', 'Powerbuilding', 'Weight Loss']",Dumbbell Only,4,100,213,3,Advanced,Athletics,Body Part Split,9.0
1037,FP001038,Classic Lifting Plan,"Comprehensive training program offering high frequency and volume for advanced trainees.

This 11-week Upper/Lower/Push/Pull/Legs program includes 4 training sessions per week, structured to optimize gains for Novice individuals pursuing Powerlifting, Strength, General Fitness.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Wednesday: Training
Thursday: Training
Friday: Training
Saturday: Training",['Novice'],"['Powerlifting', 'Strength', 'General Fitness']",Dumbbell Only,11,90,550,4,Novice,Powerlifting,Upper/Lower,8.0
1038,FP001039,Essential Weight Loss Protocol,"Structured approach to hit each muscle group multiple times weekly with varied stimuli.

This 14-week Upper/Lower/Push/Pull/Legs program includes 5 training sessions per week, structured to optimize gains for Beginner individuals pursuing Powerlifting, Powerbuilding.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include periodized intensity and volume, supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Friday: Training
Saturday: Training
Sunday: Training",['Beginner'],"['Powerlifting', 'Powerbuilding']",Garage Gym,14,30,283,4,Beginner,Powerlifting,Upper/Lower,4.0
1039,FP001040,3-Day Upper/Lower/Push/Pull/Legs Split,"4-day split alternating between upper and lower body workouts for optimal recovery and growth.

This 5-week upper/lower split features 6 weekly sessions (3 upper body and 3 lower body), perfect for Beginner lifters focusing on Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, drop sets for muscle fatigue, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Wednesday: Upper Body
Thursday: Lower Body
Friday: Upper Body
Saturday: Lower Body",['Beginner'],['Weight Loss'],Dumbbell Only,5,45,137,6,Beginner,Weight Loss,Upper/Lower,7.0
1040,FP001041,5-Day Push/Pull Split,"Structured approach to hit each muscle group multiple times weekly with varied stimuli.

This 14-week Upper/Lower/Push/Pull/Legs program includes 5 training sessions per week, structured to optimize gains for Novice individuals pursuing Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, supersets for efficiency.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Sunday: Training",['Novice'],['Strength'],Full Gym,14,120,600,4,Novice,Strength,Upper/Lower,8.0
1041,FP001042,Effective Athletics Builder,"Streamlined approach grouping exercises by push and pull mechanics.

This 12-week Push/Pull program includes 3 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, supersets for efficiency, drop sets for muscle fatigue.

Weekly Schedule:
Thursday: Training
Friday: Training
Saturday: Training",['Intermediate'],['Weight Loss'],Garage Gym,12,75,429,4,Intermediate,Weight Loss,Other,8.0
1042,FP001043,3-Day Body Part Split Split,"6-day hybrid combining upper/lower and push/pull/legs for maximum stimulus.

This 2-week ULPPL program includes 4 training sessions per week, structured to optimize gains for Intermediate individuals pursuing General Fitness, Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include periodized intensity and volume, rest-pause techniques.

Weekly Schedule:
Monday: Training
Tuesday: Training
Saturday: Training
Sunday: Training",['Intermediate'],"['General Fitness', 'Athletics']",Dumbbell Only,2,70,86,4,Intermediate,General Fitness,Upper/Lower,8.0
1043,FP001044,4-Day Full Body Split,"Streamlined approach grouping exercises by push and pull mechanics.

This 13-week Push/Pull program includes 6 training sessions per week, structured to optimize gains for Advanced, Intermediate, Novice individuals pursuing Powerbuilding, Strength, Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, rest-pause techniques, tempo variations.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Saturday: Training
Sunday: Training","['Advanced', 'Intermediate', 'Novice']","['Powerbuilding', 'Strength', 'Powerlifting']",Dumbbell Only,13,30,260,4,Advanced,Powerbuilding,Other,7.0
1044,FP001045,Hypertrophy Muscle & Sculpting System,"Advanced training split for targeted development of specific muscle groups.

This 2-week body part split includes 5 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Novice lifters focusing on Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include periodized intensity and volume, strategic deloads, supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Shoulders
Thursday: Arms
Friday: Legs",['Novice'],['Strength'],Dumbbell Only,2,30,40,5,Novice,Strength,Body Part Split,6.0
1045,FP001046,Strength Hypertrophy Routine,"Efficient training structure hitting each movement pattern twice weekly.

This 15-week Push/Pull program includes 6 training sessions per week, structured to optimize gains for Intermediate, Novice individuals pursuing General Fitness, Muscle & Sculpting, Athletics.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include autoregulation guidelines.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Saturday: Training
Sunday: Training","['Intermediate', 'Novice']","['General Fitness', 'Muscle & Sculpting', 'Athletics']",Dumbbell Only,15,120,539,4,Intermediate,General Fitness,Other,9.0
1046,FP001047,Upper/Lower Powerbuilding Program,"4-day split organizing workouts by movement type for balanced development.

This 6-week Push/Pull program includes 5 training sessions per week, structured to optimize gains for Advanced individuals pursuing Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency, tempo variations.

Weekly Schedule:
Monday: Training
Wednesday: Training
Friday: Training
Saturday: Training
Sunday: Training",['Advanced'],['Muscle & Sculpting'],Garage Gym,6,45,231,4,Advanced,Muscle & Sculpting,Body Part Split,8.0
1047,FP001048,Full Body Powerlifting Program,"Balanced full-body workouts performed 2-4 times weekly with emphasis on progressive overload.

This 8-week full body program includes 4 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Intermediate trainees seeking Powerbuilding, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume.

Weekly Schedule:
Monday: Full Body
Wednesday: Full Body
Friday: Full Body
Saturday: Full Body",['Intermediate'],"['Powerbuilding', 'Bodybuilding']",Garage Gym,8,100,353,3,Intermediate,Powerbuilding,Full Body,8.0
1048,FP001049,Upper/Lower/Push/Pull/Legs Powerlifting Program,"High-volume approach dedicating entire sessions to specific muscle groups.

This 16-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Novice lifters focusing on Bodybuilding, Powerbuilding, Bodyweight Fitness.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, tempo variations.

Weekly Schedule:
Monday: Chest
Tuesday: Back
Wednesday: Arms
Thursday: Rest
Friday: Legs
Saturday: Shoulders",['Novice'],"['Bodybuilding', 'Powerbuilding', 'Bodyweight Fitness']",Dumbbell Only,16,45,560,5,Novice,Bodybuilding,Body Part Split,7.0
1049,FP001050,Optimal Bodyweight Fitness Protocol,"5-day program combining powerlifting and bodybuilding approaches for strength and size.

This 12-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Advanced, Beginner lifters seeking improvements in Athletics, Powerlifting, General Fitness.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include tempo variations.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest","['Advanced', 'Beginner']","['Athletics', 'Powerlifting', 'General Fitness']",Garage Gym,12,45,292,3,Advanced,Athletics,Other,7.0
1050,FP001051,BeastLift Advanced,"High-volume PPL program hitting each muscle group twice weekly for maximum hypertrophy.

This 16-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Advanced, Novice, Intermediate trainees pursuing Muscle & Sculpting, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs","['Advanced', 'Novice', 'Intermediate']","['Muscle & Sculpting', 'Bodybuilding']",Garage Gym,16,120,331,6,Advanced,Muscle & Sculpting,Push/Pull/Legs,10.0
1051,FP001052,Dynamic Lifting Routine,"Balanced full-body workouts performed 2-4 times weekly with emphasis on progressive overload.

This 10-week full body program includes 4 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Novice trainees seeking Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, strategic deloads.

Weekly Schedule:
Monday: Full Body
Wednesday: Full Body
Saturday: Full Body
Sunday: Full Body",['Novice'],['Weight Loss'],Garage Gym,10,120,552,3,Novice,Weight Loss,Full Body,7.0
1052,FP001053,5-Day Full Body with Specialization Split,"High-volume approach dedicating entire sessions to specific muscle groups.

This 7-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Intermediate lifters focusing on Powerlifting, General Fitness.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume.

Weekly Schedule:
Monday: Shoulders
Tuesday: Chest
Wednesday: Legs
Thursday: Rest
Friday: Arms
Saturday: Back",['Intermediate'],"['Powerlifting', 'General Fitness']",Full Gym,7,60,158,5,Intermediate,Powerlifting,Body Part Split,9.0
1053,FP001054,Push/Pull General Fitness Program,"4-day split alternating between upper and lower body workouts for optimal recovery and growth.

This 3-week upper/lower split features 4 weekly sessions (2 upper body and 2 lower body), perfect for Novice lifters focusing on Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Thursday: Upper Body
Friday: Lower Body",['Novice'],['Muscle & Sculpting'],Full Gym,3,60,92,4,Novice,Muscle & Sculpting,Upper/Lower,7.0
1054,FP001055,AlphaTraining Elite,"Structured upper/lower split allowing for high training frequency while managing fatigue.

This 7-week upper/lower split features 4 weekly sessions (2 upper body and 2 lower body), perfect for Beginner lifters focusing on Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Upper Body
Wednesday: Lower Body
Friday: Upper Body
Saturday: Lower Body",['Beginner'],['Powerlifting'],Garage Gym,7,70,242,4,Beginner,Powerlifting,Upper/Lower,6.0
1055,FP001056,Modern Bodybuilding Builder,"Balanced training program with extra focus on specific areas needing development.

This 10-week Full Body with Specialization program includes 4 training sessions per week, structured to optimize gains for Beginner individuals pursuing General Fitness.

Exercise selection focuses on fundamental movement patterns that develop overall fitness, with a balanced approach to strength and conditioning. 

Program features include periodized intensity and volume, supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Monday: Training
Wednesday: Training
Thursday: Training
Sunday: Training",['Beginner'],['General Fitness'],Dumbbell Only,10,30,241,3,Beginner,General Fitness,Full Body,3.0
1056,FP001057,PowerTraining Advanced,"Specialized program alternating between heavy compound lifts and higher-rep hypertrophy work.

This 7-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Novice trainees looking to improve Powerbuilding, Muscle & Sculpting, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, rest-pause techniques.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Thursday: Upper Hypertrophy
Friday: Lower Hypertrophy",['Novice'],"['Powerbuilding', 'Muscle & Sculpting', 'Bodybuilding']",Dumbbell Only,7,40,108,4,Novice,Powerbuilding,Other,5.0
1057,FP001058,6-Day Full Body Split,"Classic 5-day split targeting one major muscle group per session for maximum volume and intensity.

This 5-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Advanced, Beginner, Intermediate lifters focusing on Weight Loss, General Fitness, Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, supersets for efficiency, drop sets for muscle fatigue, autoregulation guidelines.

Weekly Schedule:
Monday: Back
Tuesday: Shoulders
Wednesday: Rest
Thursday: Arms
Friday: Legs
Saturday: Chest","['Advanced', 'Beginner', 'Intermediate']","['Weight Loss', 'General Fitness', 'Muscle & Sculpting']",Garage Gym,5,50,146,5,Advanced,Weight Loss,Body Part Split,9.0
1058,FP001059,Modern Mass Blueprint,"Comprehensive split with 2 power days followed by 3 hypertrophy days for complete development.

This 11-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Advanced lifters seeking improvements in Powerbuilding, Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, strategic deloads, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest",['Advanced'],"['Powerbuilding', 'Muscle & Sculpting']",Dumbbell Only,11,100,551,3,Advanced,Powerbuilding,Body Part Split,9.0
1059,FP001060,Push/Pull/Legs (PPL) Muscle & Sculpting Program,"Comprehensive body part split allowing for maximum focus on each muscle group.

This 7-week body part split includes 6 training sessions weekly, each dedicated to specific muscle groups for maximum stimulation. Optimized for Beginner lifters focusing on Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include progressive overload mechanisms, autoregulation guidelines.

Weekly Schedule:
Monday: Shoulders
Tuesday: Rest
Wednesday: Arms
Thursday: Chest
Friday: Legs
Saturday: Back",['Beginner'],['Weight Loss'],Full Gym,7,60,214,5,Beginner,Weight Loss,Body Part Split,7.0
1060,FP001061,6-Day Upper/Lower Split,"Simple yet effective training split focusing on opposing movement patterns.

This 4-week Push/Pull program includes 3 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, tempo variations, autoregulation guidelines.

Weekly Schedule:
Monday: Training
Wednesday: Training
Friday: Training",['Intermediate'],['Strength'],At Home,4,75,82,4,Intermediate,Strength,Body Part Split,8.0
1061,FP001062,AlphaForge Elite,"Hybrid program combining power and hypertrophy training across 4 weekly sessions.

This 3-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Beginner trainees looking to improve Muscle & Sculpting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, drop sets for muscle fatigue, tempo variations.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Thursday: Upper Hypertrophy
Friday: Lower Hypertrophy",['Beginner'],['Muscle & Sculpting'],Dumbbell Only,3,40,60,4,Beginner,Muscle & Sculpting,Other,4.0
1062,FP001063,Push/Pull Muscle & Sculpting Program,"Efficient training structure hitting each movement pattern twice weekly.

This 8-week Push/Pull program includes 6 training sessions per week, structured to optimize gains for Intermediate individuals pursuing Powerbuilding.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Sunday: Training",['Intermediate'],['Powerbuilding'],Dumbbell Only,8,75,214,4,Intermediate,Powerbuilding,Other,8.0
1063,FP001064,3-Day Upper/Lower/Push/Pull/Legs Split,"Advanced training split hitting each muscle group multiple times weekly.

This 9-week ULPPL program includes 6 training sessions per week, structured to optimize gains for Novice individuals pursuing Muscle & Sculpting, Weight Loss.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include periodized intensity and volume, strategic deloads, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Training
Tuesday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Sunday: Training",['Novice'],"['Muscle & Sculpting', 'Weight Loss']",Dumbbell Only,9,120,486,6,Novice,Muscle & Sculpting,Push/Pull/Legs,10.0
1064,FP001065,PowerBuild 2.0,"Train upper body twice and lower body twice per week for balanced development and recovery.

This 7-week upper/lower split features 6 weekly sessions (3 upper body and 3 lower body), perfect for Beginner, Advanced, Novice lifters focusing on Athletics.

Exercise selection focuses on functional movement patterns that transfer to athletic performance, with focus on power, speed, and mobility. 

Program features include periodized intensity and volume, tempo variations.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Wednesday: Upper Body
Thursday: Lower Body
Friday: Upper Body
Saturday: Lower Body","['Beginner', 'Advanced', 'Novice']",['Athletics'],At Home,7,80,324,6,Beginner,Athletics,Upper/Lower,8.0
1065,FP001066,PeakGrowth,"6-day hybrid combining upper/lower and push/pull/legs for maximum stimulus.

This 14-week ULPPL program includes 3 training sessions per week, structured to optimize gains for Novice individuals pursuing Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Wednesday: Training
Thursday: Training
Sunday: Training",['Novice'],['Strength'],At Home,14,45,498,4,Novice,Strength,Upper/Lower,6.0
